Transaction_ID,Company_ID,Product_ID,Quantity,Transaction_Date,Product_Price,Total_Cost
34,92.0,8.0,11.0,2024-02-27,141578.71,1557365.81
35,49.0,19.0,6.0,2022-05-23,131297.78,787786.68
36,71.0,20.0,3.0,2022-05-19,131297.78,393893.34
37,67.0,8.0,17.0,2023-03-16,139881.22,2377980.74
38,67.0,2.0,13.0,2024-08-05,184039.02,2392507.26
39,20.0,1.0,12.0,2024-05-22,148830.09,1785961.08
40,50.0,11.0,19.0,2023-08-23,160414.89,3047882.91
41,60.0,11.0,15.0,2023-09-18,151951.2,2279268.0
42,67.0,6.0,18.0,2021-07-01,94403.78,1699268.04
43,91.0,6.0,13.0,2022-10-31,187921.97,2442985.61
44,87.0,13.0,11.0,2021-05-08,131297.78,1444275.58
45,36.0,9.0,10.0,2024-08-26,116233.1,1162331.0
46,78.0,6.0,3.0,2024-05-09,177269.01,531807.03
47,50.0,18.0,11.0,2024-03-14,141498.9,1556487.9
48,92.0,19.0,9.0,2023-04-25,104674.1,942066.9
49,60.0,9.0,6.0,2021-03-29,113616.11,681696.66
50,59.0,6.0,3.0,2023-01-13,86830.79,260492.37
51,27.0,2.0,19.0,2024-04-08,169702.41,3224345.79
52,39.0,10.0,7.0,2020-12-21,95132.48,665927.36
53,40.0,6.0,17.0,2021-10-24,131297.78,2232062.26
54,19.0,10.0,10.0,2023-08-24,131297.78,1312977.8
55,100.0,19.0,19.0,2021-03-18,87600.32,1664406.08
56,67.0,11.0,16.0,2023-03-08,169357.61,2709721.76
57,76.0,1.0,3.0,2022-06-11,141752.79,425258.37
58,28.0,2.0,16.0,2024-09-09,184595.1,2953521.6
59,54.0,1.0,8.0,2021-07-19,140359.08,1122872.64
60,94.0,1.0,4.0,2022-09-06,130046.13,520184.52
61,71.0,7.0,15.0,2021-10-11,161848.41,2427726.15
62,30.0,2.0,7.0,2024-01-01,154604.61,1082232.27
63,95.0,17.0,16.0,2021-03-08,160744.74,2571915.84
64,67.0,19.0,18.0,2022-05-11,91513.49,1647242.82
65,5.0,2.0,3.0,2022-12-21,170103.5,510310.5
66,67.0,17.0,16.0,2023-01-09,156716.93,2507470.88
67,73.0,11.0,8.0,2021-06-01,166372.26,1330978.08
68,82.0,19.0,5.0,2024-09-19,98348.1,491740.5
69,63.0,6.0,18.0,2023-04-19,191865.88,3453585.84
70,71.0,16.0,18.0,2023-04-21,105544.34,1899798.12
71,48.0,13.0,18.0,2020-11-16,131297.78,2363360.04
72,48.0,15.0,16.0,2022-03-14,103000.74,1648011.84
73,70.0,15.0,0.0,2024-06-16,103908.51,0.0
74,44.0,17.0,5.0,2022-09-05,156408.65,782043.25
75,51.0,3.0,4.0,2024-12-02,102820.94,411283.76
76,12.0,2.0,5.0,2023-02-03,175224.47,876122.35
77,17.0,4.0,9.0,2022-02-26,134913.47,1214221.23
78,85.0,14.0,8.0,2021-11-13,131147.89,1049183.12
79,66.0,4.0,8.0,2023-09-14,112998.06,903984.48
80,91.0,18.0,17.0,2021-09-10,147779.85,2512257.45
81,61.0,15.0,10.0,2024-05-26,105434.58,1054345.8
82,73.0,9.0,8.0,2021-10-03,118755.57,950044.56
83,67.0,14.0,13.0,2021-12-24,141571.51,1840429.63
84,65.0,6.0,18.0,2023-04-22,152629.41,2747329.38
85,21.0,6.0,15.0,2023-08-02,98811.64,1482174.6
86,67.0,19.0,21.0,2023-03-11,101949.51,2140939.71
87,55.0,15.0,14.0,2022-07-18,107263.84,1501693.76
88,49.0,4.0,5.0,2022-11-07,131297.78,656488.9
89,90.0,9.0,3.0,2023-01-02,131297.78,393893.34
90,14.0,12.0,5.0,2021-04-26,83863.74,419318.7
91,67.0,17.0,19.0,2024-07-08,181394.94,3446503.86
92,67.0,11.0,11.0,2022-12-22,169923.54,1869158.94
93,41.0,16.0,4.0,2023-04-04,108901.64,435606.56
94,31.0,6.0,7.0,2023-03-23,190251.05,1331757.35
95,74.0,14.0,7.0,2021-07-13,128187.73,897314.11
96,20.0,6.0,4.0,2023-06-02,131297.78,525191.12
97,57.0,13.0,20.0,2023-11-26,206794.28,4135885.6
98,89.0,8.0,18.0,2021-04-09,163528.32,2943509.76
99,97.0,17.0,16.0,2022-10-13,152117.77,2433884.32
100,67.0,17.0,12.0,2024-10-16,131297.78,1575573.36
101,67.0,18.0,7.0,2022-02-27,123606.08,865242.56
102,17.0,15.0,16.0,2021-06-09,104998.95,1679983.2
103,67.0,13.0,1.0,2022-12-13,214225.97,214225.97
104,7.0,19.0,9.0,2022-09-22,96246.31,866216.79
105,33.0,2.0,3.0,2022-07-18,162269.3,486807.9
106,86.0,11.0,8.0,2022-08-28,163097.19,1304777.52
107,72.0,1.0,6.0,2022-07-01,152513.17,915079.02
108,77.0,8.0,3.0,2022-11-06,137641.76,412925.28
109,75.0,3.0,1.0,2024-10-14,105417.36,105417.36
110,59.0,3.0,1.0,2024-09-25,99870.22,99870.22
111,66.0,8.0,10.0,2022-08-19,151641.79,1516417.9
112,38.0,9.0,18.0,2021-11-08,101680.83,1830254.94
113,7.0,13.0,18.0,2021-01-27,191376.32,3444773.76
114,51.0,10.0,8.0,2024-01-21,84500.05,676000.4
115,35.0,20.0,12.0,2022-04-05,218875.35,2626504.2
116,13.0,12.0,17.0,2021-12-01,82159.19,1396706.23
117,61.0,7.0,9.0,2020-12-01,151139.16,1360252.44
118,54.0,17.0,2.0,2023-02-03,176448.56,352897.12
119,36.0,20.0,18.0,2022-02-05,131297.78,2363360.04
120,38.0,9.0,6.0,2024-02-06,115681.41,694088.46
121,70.0,16.0,16.0,2022-11-15,108641.62,1738265.92
122,91.0,17.0,15.0,2024-03-08,162506.39,2437595.85
123,79.0,6.0,18.0,2020-11-16,183310.21,3299583.78
124,19.0,15.0,14.0,2024-04-30,92213.84,1290993.76
125,29.0,17.0,12.0,2020-11-01,170160.19,2041922.28
126,29.0,6.0,8.0,2023-09-22,131297.78,1050382.24
127,64.0,5.0,4.0,2022-11-18,75943.08,303772.32
128,32.0,7.0,19.0,2023-06-12,144758.72,2750415.68
129,90.0,12.0,2.0,2021-01-04,85230.17,170460.34
130,44.0,6.0,17.0,2020-11-15,132278.15,2248728.55
131,67.0,18.0,10.0,2023-04-11,122582.89,1225828.9
132,68.0,6.0,14.0,2021-04-11,90413.37,1265787.18
133,98.0,3.0,9.0,2024-03-24,97574.64,878171.76
134,51.0,15.0,3.0,2023-05-02,107741.13,323223.39
135,70.0,1.0,7.0,2021-07-17,145919.93,1021439.51
136,66.0,6.0,18.0,2023-05-02,172130.29,3098345.22
137,48.0,16.0,18.0,2023-07-24,112346.74,2022241.32
138,29.0,6.0,6.0,2022-08-23,189940.48,1139642.88
139,67.0,6.0,3.0,2021-01-11,173265.03,519795.09
140,67.0,6.0,6.0,2023-12-10,182139.65,1092837.9
141,76.0,2.0,10.0,2024-03-13,177689.48,1776894.8
142,49.0,13.0,17.0,2024-05-24,180318.09,3065407.53
143,63.0,9.0,1.0,2024-06-20,104333.86,104333.86
144,24.0,6.0,12.0,2022-11-01,245537.6,2946451.2
145,78.0,14.0,18.0,2020-11-11,136794.23,2462296.14
146,82.0,11.0,0.0,2024-10-05,144109.21,0.0
147,44.0,6.0,13.0,2023-08-06,96646.72,1256407.36
148,84.0,4.0,18.0,2023-10-03,126765.34,2281776.12
149,62.0,12.0,18.0,2021-10-30,85902.83,1546250.94
150,80.0,12.0,21.0,2024-09-01,87207.9,1831365.9
151,71.0,17.0,9.0,2021-09-10,170989.53,1538905.77
152,14.0,13.0,9.0,2024-01-11,208430.23,1875872.07
153,53.0,14.0,5.0,2024-08-01,118864.34,594321.7
154,90.0,20.0,9.0,2024-03-23,207435.31,1866917.79
155,85.0,15.0,8.0,2021-05-05,95524.86,764198.88
156,17.0,2.0,8.0,2024-09-08,154201.43,1233611.44
157,7.0,15.0,5.0,2023-02-13,103765.03,518825.15
158,86.0,19.0,8.0,2024-07-18,100538.63,804309.04
159,95.0,3.0,6.0,2023-06-18,110717.1,664302.6
160,55.0,11.0,4.0,2023-10-19,162599.64,650398.56
161,57.0,8.0,13.0,2023-08-19,136687.37,1776935.81
162,54.0,11.0,11.0,2023-06-24,152564.12,1678205.32
163,46.0,15.0,13.0,2021-11-03,97515.92,1267706.96
164,57.0,16.0,5.0,2023-06-25,96094.06,480470.3
165,83.0,9.0,4.0,2021-09-18,115048.56,460194.24
166,67.0,9.0,5.0,2023-06-11,110468.91,552344.55
167,80.0,9.0,15.0,2024-01-10,106817.1,1602256.5
168,37.0,14.0,5.0,2021-05-02,141345.31,706726.55
169,27.0,16.0,4.0,2021-02-27,102696.52,410786.08
170,75.0,2.0,8.0,2024-03-10,183736.97,1469895.76
171,3.0,6.0,4.0,2022-05-23,93347.83,373391.32
172,68.0,2.0,3.0,2023-10-06,157598.61,472795.83
173,39.0,4.0,10.0,2024-06-29,119667.62,1196676.2
174,67.0,20.0,7.0,2020-12-30,245548.33,1718838.31
175,16.0,17.0,3.0,2023-09-15,172265.8,516797.4
176,90.0,1.0,6.0,2023-12-28,136282.22,817693.32
177,67.0,2.0,8.0,2022-05-06,176300.89,1410407.12
178,37.0,4.0,14.0,2023-07-11,133726.74,1872174.36
179,20.0,16.0,15.0,2020-11-14,111981.21,1679718.15
180,80.0,16.0,20.0,2022-05-22,115386.77,2307735.4
181,67.0,19.0,11.0,2021-08-06,131297.78,1444275.58
182,37.0,16.0,13.0,2021-08-28,108594.79,1411732.27
183,26.0,11.0,3.0,2022-10-10,154776.32,464328.96
184,67.0,6.0,13.0,2021-04-20,152364.73,1980741.49
185,60.0,3.0,15.0,2021-07-25,106410.57,1596158.55
186,91.0,2.0,8.0,2021-02-16,169460.61,1355684.88
187,67.0,17.0,14.0,2023-08-03,162040.23,2268563.22
188,65.0,6.0,9.0,2021-06-20,192154.58,1729391.22
189,52.0,2.0,17.0,2023-07-19,173987.91,2957794.47
190,37.0,6.0,2.0,2023-08-10,91105.4,182210.8
191,92.0,14.0,8.0,2022-10-04,134999.1,1079992.8
192,57.0,11.0,9.0,2023-07-04,170576.62,1535189.58
193,91.0,3.0,21.0,2023-11-05,131297.78,2757253.38
194,80.0,2.0,8.0,2022-06-13,176375.15,1411001.2
195,49.0,6.0,10.0,2024-07-18,149572.46,1495724.6
196,89.0,15.0,15.0,2023-08-31,91112.58,1366688.7
197,3.0,6.0,13.0,2021-02-10,105498.5,1371480.5
198,19.0,11.0,9.0,2023-09-30,148443.11,1335987.99
199,88.0,6.0,15.0,2021-11-27,165251.93,2478778.95
200,82.0,10.0,6.0,2022-05-14,94861.93,569171.58
201,67.0,14.0,4.0,2022-10-18,131297.78,525191.12
202,24.0,16.0,8.0,2022-01-17,112236.1,897888.8
203,59.0,18.0,13.0,2021-01-07,142599.77,1853797.01
204,70.0,8.0,16.0,2021-12-22,131297.78,2100764.48
205,12.0,20.0,8.0,2022-11-27,223852.34,1790818.72
206,35.0,18.0,12.0,2021-08-11,126095.4,1513144.8
207,3.0,14.0,1.0,2024-02-26,141518.76,141518.76
208,46.0,20.0,16.0,2023-10-12,209254.8,3348076.8
209,45.0,6.0,8.0,2023-06-14,181652.85,1453222.8
210,79.0,16.0,12.0,2020-12-13,102078.65,1224943.8
211,46.0,10.0,2.0,2022-05-08,84047.06,168094.12
212,87.0,13.0,16.0,2021-01-23,211328.06,3381248.96
213,63.0,9.0,16.0,2021-12-08,112190.77,1795052.32
214,34.0,6.0,7.0,2024-07-14,183081.41,1281569.87
215,67.0,11.0,17.0,2024-07-22,131297.78,2232062.26
216,8.0,19.0,19.0,2021-01-14,87326.61,1659205.59
217,37.0,20.0,2.0,2022-09-11,213890.42,427780.84
218,9.0,13.0,11.0,2021-08-14,211216.06,2323376.66
219,75.0,11.0,1.0,2020-11-28,152409.92,152409.92
220,74.0,18.0,11.0,2021-10-02,137928.05,1517208.55
221,33.0,8.0,15.0,2022-02-07,137983.87,2069758.05
222,6.0,3.0,9.0,2021-10-21,95264.5,857380.5
223,41.0,8.0,12.0,2021-07-14,138968.39,1667620.68
224,32.0,3.0,17.0,2021-03-04,93527.22,1589962.74
225,35.0,5.0,19.0,2021-12-12,77277.21,1468266.99
226,18.0,16.0,14.0,2023-08-31,113497.56,1588965.84
227,19.0,14.0,2.0,2024-02-17,131297.78,262595.56
228,4.0,20.0,10.0,2021-03-13,229361.35,2293613.5
229,72.0,6.0,13.0,2023-04-18,161609.89,2100928.57
230,24.0,16.0,11.0,2022-07-19,112742.8,1240170.8
231,78.0,3.0,11.0,2021-11-06,99262.92,1091892.12
232,40.0,18.0,6.0,2023-04-07,131496.98,788981.88
233,78.0,2.0,10.0,2024-08-08,158952.82,1589528.2
234,13.0,8.0,12.0,2024-06-01,142797.92,1713575.04
235,1.0,10.0,12.0,2024-09-22,82859.53,994314.36
236,30.0,3.0,10.0,2021-06-13,108277.85,1082778.5
237,83.0,18.0,4.0,2023-11-30,133002.42,532009.68
238,16.0,6.0,15.0,2022-01-10,164753.35,2471300.25
239,96.0,1.0,15.0,2022-07-11,144531.36,2167970.4
240,27.0,14.0,15.0,2021-02-09,140781.5,2111722.5
241,24.0,19.0,1.0,2022-03-11,131297.78,131297.78
242,81.0,18.0,16.0,2024-05-22,125126.49,2002023.84
243,100.0,14.0,6.0,2024-10-16,131782.42,790694.52
244,89.0,7.0,8.0,2022-11-24,142908.62,1143268.96
245,90.0,1.0,6.0,2021-02-13,135376.44,812258.64
246,7.0,6.0,17.0,2020-12-15,170846.64,2904392.88
247,90.0,18.0,9.0,2022-03-02,128265.16,1154386.44
248,39.0,3.0,1.0,2024-09-23,93440.12,93440.12
249,99.0,3.0,19.0,2021-09-26,90882.3,1726763.7
250,37.0,17.0,17.0,2024-09-21,172537.18,2933132.06
251,90.0,6.0,7.0,2024-10-04,193977.86,1357845.02
252,95.0,6.0,12.0,2024-08-30,223043.01,2676516.12
253,99.0,6.0,4.0,2022-02-13,131297.78,525191.12
254,81.0,15.0,0.0,2021-07-31,104019.91,0.0
255,29.0,2.0,13.0,2021-05-16,159509.4,2073622.2
256,19.0,13.0,11.0,2022-05-25,203057.93,2233637.23
257,8.0,8.0,19.0,2023-07-10,140193.15,2663669.85
258,35.0,16.0,13.0,2024-08-12,131297.78,1706871.14
259,96.0,1.0,5.0,2022-09-21,136238.14,681190.7
260,67.0,18.0,11.0,2023-06-12,146529.57,1611825.27
261,33.0,6.0,1.0,2024-09-23,170107.78,170107.78
262,2.0,13.0,7.0,2021-11-21,177116.55,1239815.85
263,44.0,18.0,5.0,2021-04-07,131297.78,656488.9
264,5.0,1.0,6.0,2024-01-18,131297.78,787786.68
265,34.0,10.0,20.0,2021-10-18,97942.94,1958858.8
266,8.0,10.0,7.0,2021-11-09,93132.47,651927.29
267,71.0,13.0,13.0,2023-08-15,131297.78,1706871.14
268,68.0,15.0,12.0,2024-08-17,131297.78,1575573.36
269,42.0,4.0,8.0,2024-08-23,114506.29,916050.32
270,15.0,12.0,5.0,2022-05-12,78446.15,392230.75
271,67.0,1.0,8.0,2024-08-31,131297.78,1050382.24
272,41.0,5.0,5.0,2024-08-06,80731.9,403659.5
273,100.0,12.0,8.0,2024-03-19,78146.35,625170.8
274,2.0,10.0,4.0,2021-07-19,90165.94,360663.76
275,42.0,6.0,1.0,2023-12-11,223844.76,223844.76
276,65.0,6.0,13.0,2023-10-26,169303.07,2200939.91
277,9.0,16.0,8.0,2022-11-17,95839.95,766719.6
278,84.0,2.0,17.0,2023-01-08,171267.95,2911555.15
279,91.0,6.0,8.0,2021-01-24,176337.4,1410699.2
280,67.0,13.0,3.0,2022-01-23,200665.75,601997.25
281,77.0,20.0,12.0,2024-08-29,232632.98,2791595.76
282,67.0,11.0,11.0,2020-12-09,157360.89,1730969.79
283,28.0,6.0,13.0,2022-02-26,131297.78,1706871.14
284,67.0,19.0,1.0,2022-01-06,87062.6,87062.6
285,88.0,19.0,8.0,2021-12-12,92585.62,740684.96
286,75.0,15.0,3.0,2022-03-09,107770.55,323311.65
287,66.0,2.0,8.0,2023-01-27,131297.78,1050382.24
288,16.0,14.0,13.0,2021-04-01,132894.09,1727623.17
289,37.0,14.0,12.0,2022-09-18,133617.16,1603405.92
290,96.0,14.0,8.0,2024-07-03,135237.9,1081903.2
291,67.0,12.0,16.0,2021-12-25,131297.78,2100764.48
292,97.0,14.0,7.0,2023-07-20,120434.78,843043.46
293,67.0,6.0,9.0,2021-04-03,97541.87,877876.83
294,80.0,6.0,15.0,2024-01-31,194779.14,2921687.1
295,31.0,18.0,20.0,2022-10-04,129706.56,2594131.2
296,68.0,13.0,16.0,2022-11-17,210348.92,3365582.72
297,50.0,3.0,3.0,2023-11-02,96193.59,288580.77
298,93.0,9.0,11.0,2022-01-06,101746.78,1119214.58
299,10.0,12.0,4.0,2023-02-09,91571.69,366286.76
300,67.0,6.0,15.0,2023-08-14,140460.86,2106912.9
301,23.0,8.0,10.0,2024-12-03,165996.9,1659969.0
302,61.0,5.0,8.0,2024-11-04,89666.52,717332.16
303,64.0,5.0,9.0,2024-01-10,76620.77,689586.93
304,16.0,19.0,14.0,2021-03-26,102502.18,1435030.52
305,76.0,14.0,9.0,2021-02-21,137135.58,1234220.22
306,85.0,9.0,5.0,2022-12-01,117535.79,587678.95
307,58.0,8.0,11.0,2023-09-30,150194.64,1652141.04
308,82.0,13.0,11.0,2021-05-03,179863.35,1978496.85
309,67.0,5.0,16.0,2022-10-05,77165.83,1234653.28
310,90.0,20.0,2.0,2023-12-15,241461.37,482922.74
311,64.0,11.0,12.0,2021-03-27,155824.66,1869895.92
312,57.0,5.0,8.0,2023-12-16,91881.95,735055.6
313,67.0,4.0,17.0,2022-04-06,116726.37,1984348.29
314,39.0,12.0,8.0,2021-09-11,91340.59,730724.72
315,67.0,1.0,4.0,2023-02-12,128063.56,512254.24
316,67.0,15.0,17.0,2023-12-04,102525.63,1742935.71
317,72.0,6.0,12.0,2024-02-14,131297.78,1575573.36
318,67.0,5.0,21.0,2024-08-16,83029.95,1743628.95
319,50.0,6.0,11.0,2024-08-19,162221.24,1784433.64
320,93.0,10.0,11.0,2022-10-04,96047.73,1056525.03
321,30.0,15.0,7.0,2022-11-24,109446.56,766125.92
322,67.0,11.0,12.0,2021-08-25,141583.34,1699000.08
323,67.0,7.0,11.0,2022-12-10,156971.36,1726684.96
324,81.0,10.0,15.0,2022-09-29,85279.42,1279191.3
325,53.0,4.0,13.0,2022-10-14,118460.24,1539983.12
326,96.0,20.0,11.0,2022-08-11,223283.51,2456118.61
327,67.0,3.0,19.0,2024-01-03,94625.79,1797890.01
328,34.0,19.0,8.0,2024-07-18,97158.74,777269.92
329,41.0,9.0,15.0,2024-09-05,112494.7,1687420.5
330,23.0,2.0,18.0,2021-02-17,154294.77,2777305.86
331,26.0,6.0,8.0,2023-12-24,180694.43,1445555.44
332,92.0,19.0,8.0,2023-11-25,104687.93,837503.44
333,72.0,19.0,7.0,2022-07-01,87217.06,610519.42
334,60.0,10.0,1.0,2021-03-02,85528.45,85528.45
335,67.0,16.0,6.0,2021-06-04,96536.34,579218.04
336,2.0,5.0,15.0,2021-12-15,85929.97,1288949.55
337,5.0,6.0,4.0,2023-09-07,170896.3,683585.2
338,90.0,9.0,5.0,2023-09-17,116048.83,580244.15
339,27.0,8.0,11.0,2022-01-24,141477.49,1556252.39
340,97.0,7.0,14.0,2023-03-06,148783.99,2082975.86
341,39.0,13.0,17.0,2023-02-18,193698.19,3292869.23
342,47.0,1.0,2.0,2022-11-16,132492.39,264984.78
343,28.0,6.0,4.0,2023-11-17,135912.4,543649.6
344,75.0,16.0,2.0,2024-05-20,131297.78,262595.56
345,89.0,14.0,16.0,2024-09-17,132648.12,2122369.92
346,93.0,6.0,8.0,2021-10-26,92785.55,742284.4
347,23.0,18.0,15.0,2021-09-19,140079.92,2101198.8
348,67.0,8.0,19.0,2024-09-21,162487.75,3087267.25
349,67.0,2.0,15.0,2023-05-31,177687.48,2665312.2
350,74.0,8.0,3.0,2021-05-31,146716.47,440149.41
351,27.0,1.0,12.0,2023-04-03,143468.38,1721620.56
352,49.0,15.0,2.0,2022-06-17,101023.32,202046.64
353,94.0,2.0,14.0,2023-03-24,169074.8,2367047.2
354,45.0,3.0,19.0,2023-10-05,96333.82,1830342.58
355,96.0,6.0,14.0,2021-01-24,189201.52,2648821.28
356,26.0,6.0,8.0,2022-11-09,99981.98,799855.84
357,81.0,8.0,18.0,2021-08-19,141451.79,2546132.22
358,80.0,18.0,8.0,2024-06-25,129055.87,1032446.96
359,67.0,5.0,6.0,2022-12-04,91682.02,550092.12
360,67.0,19.0,17.0,2023-03-04,102310.9,1739285.3
361,93.0,3.0,20.0,2022-11-16,91156.79,1823135.8
362,70.0,15.0,13.0,2021-09-02,107991.28,1403886.64
363,67.0,9.0,2.0,2021-01-26,118680.43,237360.86
364,12.0,4.0,8.0,2022-11-10,117303.57,938428.56
365,9.0,7.0,12.0,2022-07-21,144951.18,1739414.16
366,17.0,16.0,16.0,2024-03-24,111822.08,1789153.28
367,21.0,8.0,9.0,2023-04-05,136598.17,1229383.53
368,9.0,15.0,4.0,2024-10-11,102926.21,411704.84
369,23.0,6.0,8.0,2022-01-28,180208.39,1441667.12
370,75.0,16.0,14.0,2023-04-08,114419.87,1601878.18
371,60.0,10.0,12.0,2021-06-09,91322.25,1095867.0
372,37.0,6.0,18.0,2020-12-16,105401.91,1897234.38
373,2.0,9.0,17.0,2023-02-12,106510.01,1810670.17
374,47.0,18.0,4.0,2021-10-27,140797.4,563189.6
375,48.0,1.0,12.0,2023-06-08,150144.94,1801739.28
376,40.0,12.0,11.0,2023-02-02,89130.1,980431.1
377,24.0,17.0,19.0,2021-06-30,183313.34,3482953.46
378,60.0,6.0,7.0,2023-03-03,190095.19,1330666.33
379,79.0,20.0,13.0,2023-03-04,228690.94,2972982.22
380,86.0,14.0,19.0,2022-09-25,130927.98,2487631.62
381,45.0,6.0,14.0,2022-04-16,193178.04,2704492.56
382,79.0,6.0,17.0,2024-10-16,91243.27,1551135.59
383,56.0,16.0,5.0,2023-07-27,100820.5,504102.5
384,61.0,16.0,8.0,2022-04-22,100840.6,806724.8
385,40.0,1.0,8.0,2024-02-15,135710.46,1085683.68
386,74.0,7.0,18.0,2021-11-12,131297.78,2363360.04
387,83.0,14.0,8.0,2024-01-17,117567.96,940543.68
388,99.0,6.0,18.0,2024-07-31,134171.81,2415092.58
389,67.0,16.0,12.0,2021-11-20,114938.15,1379257.8
390,31.0,18.0,0.0,2024-04-17,145861.46,0.0
391,55.0,4.0,8.0,2021-01-07,112858.9,902871.2
392,23.0,6.0,13.0,2021-01-19,193116.84,2510518.92
393,19.0,8.0,16.0,2023-03-17,144748.47,2315975.52
394,96.0,5.0,8.0,2021-01-27,75705.21,605641.68
395,81.0,11.0,13.0,2021-10-18,162373.48,2110855.24
396,73.0,14.0,7.0,2021-10-19,130692.87,914850.09
397,3.0,18.0,20.0,2024-11-02,146532.51,2930650.2
398,67.0,19.0,3.0,2024-08-11,85879.18,257637.54
399,67.0,18.0,19.0,2021-10-22,134314.38,2551973.22
400,91.0,20.0,8.0,2022-12-23,209887.12,1679096.96
401,25.0,11.0,10.0,2022-02-01,150549.13,1505491.3
402,40.0,15.0,17.0,2021-01-25,106473.56,1810050.52
403,31.0,2.0,8.0,2021-02-27,183010.27,1464082.16
404,3.0,8.0,6.0,2023-10-03,155935.46,935612.76
405,51.0,6.0,13.0,2022-08-26,146438.34,1903698.42
406,30.0,15.0,11.0,2022-08-16,131297.78,1444275.58
407,67.0,6.0,2.0,2023-05-21,161600.5,323201.0
408,77.0,8.0,7.0,2022-06-26,145678.09,1019746.63
409,7.0,2.0,4.0,2023-03-12,152212.0,608848.0
410,80.0,2.0,7.0,2024-09-07,153078.54,1071549.78
411,83.0,14.0,20.0,2022-06-27,141512.84,2830256.8
412,48.0,19.0,15.0,2022-01-30,96507.87,1447618.05
413,66.0,6.0,14.0,2022-11-08,195891.0,2742474.0
414,67.0,7.0,18.0,2023-03-22,140836.01,2535048.18
415,67.0,16.0,3.0,2022-02-10,109264.22,327792.66
416,67.0,6.0,8.0,2023-02-01,194915.77,1559326.16
417,67.0,3.0,7.0,2022-05-09,98292.85,688049.95
418,53.0,20.0,18.0,2023-05-08,224935.86,4048845.48
419,70.0,6.0,21.0,2024-07-23,107410.42,2255618.82
420,78.0,5.0,8.0,2023-11-24,84553.47,676427.76
421,67.0,6.0,7.0,2021-11-21,177579.54,1243056.78
422,20.0,10.0,2.0,2022-03-15,82112.76,164225.52
423,67.0,6.0,8.0,2023-11-20,96420.99,771367.92
424,84.0,2.0,4.0,2022-10-15,160801.69,643206.76
425,61.0,10.0,9.0,2023-12-08,83380.99,750428.91
426,25.0,1.0,8.0,2024-06-15,130169.22,1041353.76
427,50.0,13.0,4.0,2024-09-18,201636.08,806544.32
428,67.0,14.0,6.0,2021-06-28,137828.04,826968.24
429,67.0,13.0,18.0,2021-06-07,201852.42,3633343.56
430,83.0,7.0,4.0,2022-05-06,155287.79,621151.16
431,35.0,10.0,8.0,2023-06-13,131297.78,1050382.24
432,65.0,7.0,7.0,2023-03-16,158094.62,1106662.34
433,82.0,10.0,2.0,2022-07-04,85186.26,170372.52
434,48.0,6.0,8.0,2021-02-23,131297.78,1050382.24
435,74.0,6.0,2.0,2022-10-31,131297.78,262595.56
436,38.0,12.0,5.0,2024-05-06,78457.88,392289.4
437,67.0,9.0,13.0,2021-01-16,103401.7,1344222.1
438,25.0,14.0,8.0,2022-07-10,132068.61,1056548.88
439,85.0,11.0,19.0,2022-04-22,165903.84,3152172.96
